id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,calculated_host_listings_count,availability_365
36154590,Private and Cozy Bedroom.,214483712,Christina,Staten Island,Bull's Head,Private room,50,30,0,,3,364
16241951,Relax and Tune In,354891,Liz,Brooklyn,Crown Heights,Shared room,100,2,0,,1,364
36075404,Shared BR for Overnight Sleep,217595343,Jack,Manhattan,East Harlem,Shared room,65,1,2,2019-06-30,2,170
4181598,"HUGE 1BD, RENOVATED, TIME SQUARE !!",1475015,Mike,Manhattan,Hell's Kitchen,Entire home/apt,125,30,0,,52,331
9882271,Sunny Greenpoint minimalist rental,4483467,Daniel,Brooklyn,Greenpoint,Entire home/apt,89,2,2,2017-05-15,1,0
5006927,PRIVATE SUNNY ROOM IN BUSHWICK! ,25821864,Viva,Queens,Ridgewood,Private room,65,3,5,2015-10-07,1,0
7084130,Large Sunny Private Room,22095455,Danni,Manhattan,Civic Center,Private room,100,5,1,2015-08-03,1,0
34258883,MIN WALK TO TRAIN/STORES/FOOD PLACES/NEAR HOSPITAL,241676154,Maria,Staten Island,Grant City,Private room,29,21,0,,2,281
31599484,Entire apartment at the best part of Williamsburg!,16949541,Sebastian,Brooklyn,Williamsburg,Entire home/apt,120,5,12,2019-06-10,2,107
9366053,Sunny and Spacious Room in Bushwick,258409,Stephanie,Brooklyn,Bushwick,Private room,90,3,6,2019-01-02,1,0
26166442,Big bright room near iconic Red Hook hangouts,10448798,Kit,Brooklyn,Red Hook,Private room,75,2,6,2018-10-27,1,0
9484892,"Cozy, E.Vill room w/ private bath!",13667539,Brian,Manhattan,East Village,Private room,75,1,2,2016-01-01,1,0
20898536,Bright W.burg 2 bedroom with Giant Private Garden,3002665,Zoe,Brooklyn,Williamsburg,Entire home/apt,200,1,17,2019-06-30,2,87
769279,Room for rent in East Village,1228080,Sasha,Manhattan,East Village,Private room,100,7,1,2016-05-01,1,0
20714088,SPACIOUS CLEAN ROOM 15 MINUTES FROM MAIN STREET,90893179,Sandra,Queens,College Point,Private room,55,1,51,2019-06-22,1,65
4405874,Master room super clean in Prospect Park!!!! :),2770375,Michelle,Brooklyn,Prospect-Lefferts Gardens,Private room,90,4,12,2019-06-10,1,365
9904386,East Village / Alphabety City Apt,10396448,Caroline,Manhattan,East Village,Private room,100,1,4,2016-06-27,1,0
135393,"Private, spacious room in Brooklyn",663764,Karen,Brooklyn,East Flatbush,Private room,50,2,263,2019-06-24,2,136
31201605,Curated East Village Apt,233315617,Dana,Manhattan,East Village,Private room,115,2,12,2019-06-18,1,33
13237057,City room 2 min walk from train (4),74179880,Silvia,Brooklyn,East New York,Private room,39,3,71,2019-06-10,8,329
20506551,Cozy bedroom in a spacious apartment.,111451636,Caleb,Manhattan,Washington Heights,Private room,50,2,1,2017-09-11,1,0
34490375,Renovated Executive Suite near Central Park,260639745,Manhattan At Times Square,Manhattan,Theater District,Private room,100,1,0,,15,328
2671402,"1BR - gym, laundry in apt, roof ",706191,Rachel,Brooklyn,Williamsburg,Entire home/apt,150,4,0,,1,0
2144319,"Cheap, furnished private room",10945216,Rebecca,Brooklyn,Crown Heights,Private room,40,1,1,2014-01-04,1,0
2645558,A bright spacious one-bedroom ,2653156,Lenny,Manhattan,Gramercy,Entire home/apt,200,30,38,2019-01-14,1,170
18488077,Simple bright room for 1-2 people.,1540270,Ava,Brooklyn,Bushwick,Private room,40,3,7,2017-06-01,1,12
29680105,1 Private Room in West Harlem,137380710,Bruce,Manhattan,Harlem,Private room,40,5,1,2019-02-18,1,0
15535864,Sleek 1BR + private bath in beautiful brownstone,59909443,Kobby,Brooklyn,Bedford-Stuyvesant,Private room,75,3,5,2018-09-09,1,145
14219515,Private Room in Apartment with Balcony,59932595,Nnenna,Manhattan,East Harlem,Private room,45,21,0,,1,0
25745372,Beautiful Private Room & Bath in East Village Loft,193558362,Christine,Manhattan,East Village,Private room,124,2,11,2019-05-20,1,3
6860656,Your Cozy NYC Private Room Getaway!,15783878,Steven,Manhattan,Harlem,Private room,185,2,14,2019-06-15,1,155
8426584,Sunny large apt facing huge park. 20min2Manhattan,5354888,Clifford,Brooklyn,Prospect-Lefferts Gardens,Private room,80,1,169,2019-05-27,1,233
795641,Weekend NY getaway? Holiday stay?,3472148,Brian,Queens,Ditmars Steinway,Private room,60,1,0,,1,0
10119376,Queen Cabin with Window Two,51913826,The Bowery House,Manhattan,Nolita,Private room,159,1,9,2019-03-16,8,0
36228485,Prospect Park Gem! One Room One  Block from Park!,3678447,Lauren,Brooklyn,Prospect-Lefferts Gardens,Private room,150,2,0,,1,27
26190559,Lapp House,196838948,Daniel,Queens,Kew Gardens Hills,Entire home/apt,160,3,0,,1,0
14935151,Comfortable Bedroom near train.,69711528,Lucia,Bronx,Parkchester,Private room,49,3,25,2018-06-15,2,0
11211612,Private Room in Williamsburg BK,57069428,Stuart,Brooklyn,Williamsburg,Private room,50,1,0,,1,0
21042534,"Light, spacious apartment in trendy neighborhood",2575895,Kathy,Brooklyn,Crown Heights,Entire home/apt,100,5,2,2019-04-21,1,0
8733620,Lg private room minutes from subway,3571821,Andy & Friends,Brooklyn,Bedford-Stuyvesant,Private room,45,5,32,2017-12-26,4,0
13230807,"Charming 1-Bed Apt, Brooklyn - 20 min to Manhattan",20907184,Valerie Lynn-McDonough,Brooklyn,Bay Ridge,Entire home/apt,75,30,1,2016-06-12,1,191
4137415,Private room overlooking yard in prime Bushwick,7410674,Jess And Josh,Brooklyn,Bushwick,Private room,37,1,202,2019-07-01,1,73
22389296,Spacious Bright Top Floor Apt w/ Balcony in LIC 2,25944182,Yves,Queens,Sunnyside,Private room,76,2,53,2019-07-01,2,76
25688649,Brooklyn Bedstuy Beauty,1557774,Nardia,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,5,27,2019-06-16,1,0
35712132,NEW MODERN & CLASSIC ENTIRE 2BED PRIVATE ENTRANCE,12549759,Koen,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,4,2,2019-06-20,2,34
30695780,Heart of Upper East Side Home w/ washer-dryer,2939479,Danielle,Manhattan,Upper East Side,Private room,125,3,2,2019-07-01,1,23
169464,Creative Vintage Loft in S. Williamsburg,806774,Ali & SweetPea,Brooklyn,Williamsburg,Entire home/apt,85,2,86,2019-05-16,2,15
18751261,"Park, Subway & All Conveniences",130452689,Meredith,Brooklyn,Greenpoint,Entire home/apt,225,2,2,2018-08-22,1,34
31089253,Cozy Sun Drenched Full Apt.  30 mins from City,232283561,Beverline,Bronx,East Morrisania,Entire home/apt,200,1,26,2019-06-30,3,80
33315595,Bright Top Floor + Private Terrace in Williamsburg,131057988,Brandon & Caitlyn,Brooklyn,Williamsburg,Private room,150,2,7,2019-06-29,1,48
27543590,Manhattan Home Steps Away from Central Park!,104064206,Faateh,Manhattan,East Harlem,Private room,85,1,6,2018-10-08,1,0
9842780,Grand apartment on 5th avenue,145616,Lauren,Manhattan,Greenwich Village,Entire home/apt,300,3,0,,1,0
21022616,1 bedroom completely renovated in Brooklyn,2195090,Thomas And Madalena,Brooklyn,Crown Heights,Entire home/apt,75,1,2,2017-10-01,1,0
23992091,"Cozy apartment in Brooklyn, NY",78441349,Melissa,Brooklyn,East Flatbush,Entire home/apt,159,2,1,2019-01-01,3,191
19314589,THE SMALL CHATEAU IN THE TREES,135272642,Stefanie Elizabeth,Manhattan,East Village,Entire home/apt,165,1,202,2019-06-22,1,217
24772376,Cozy private room  in Astoria,16015663,Deniz,Queens,Ditmars Steinway,Private room,85,3,10,2019-06-04,1,88
9867629,Spacious Apt in East Williamsburg,8013847,Michole,Brooklyn,Williamsburg,Entire home/apt,170,2,17,2019-04-28,2,270
19891896,Huge space right next to Central Park,125458231,Mohammad,Manhattan,Upper West Side,Private room,85,1,0,,1,363
9809911,Classic Brooklyn Charm,50537550,Howard,Brooklyn,Bedford-Stuyvesant,Entire home/apt,185,2,24,2019-06-24,1,365
12099852,Spacious 1 Bedroom with City Views,42905408,Carolyn,Queens,Astoria,Entire home/apt,165,1,0,,1,0
23630510,Confortable and full furnished private bedroom,101736132,Alex,Brooklyn,Bushwick,Private room,50,3,0,,2,86
4932714,1 bd Artist Retreat in Brooklyn,25295888,Alanna,Brooklyn,Bedford-Stuyvesant,Private room,52,2,16,2017-09-30,1,0
3084473,One Bedroom Apartment ,5691429,Patrick,Manhattan,Morningside Heights,Entire home/apt,100,1,5,2014-12-22,1,0
9843884,Beautiful and Warm Garden Apartment,50686888,Nadine,Brooklyn,East New York,Entire home/apt,150,30,16,2018-11-03,1,365
8146444,Sunny 1 bedroom in Brooklyn!,12796091,Rebeckah,Brooklyn,Crown Heights,Entire home/apt,90,3,14,2017-01-02,1,0
20480431,Charming home away from home,146205943,Jacqueline,Brooklyn,East Flatbush,Entire home/apt,110,1,80,2019-05-26,1,81
35487169,Lavish Private Room with Bathroom/Williamsburg2,248161322,Sergii,Brooklyn,Bushwick,Private room,79,30,0,,14,365
35195090,"Charming, bright one-bedroom",17151691,Sara,Brooklyn,Clinton Hill,Entire home/apt,110,4,0,,1,0
9185329,"Sunny, Spacious, Botanical Greenpoint 1 Bdrm",17615713,Merrily,Brooklyn,Greenpoint,Entire home/apt,108,7,19,2019-06-21,1,21
19114715,"Cozy and comfortable bedroom in Astoria, Queens",32219638,Jorge,Queens,Astoria,Private room,50,1,28,2019-07-06,1,175
21184343,"Lovely, charming and clean bedroom in Manhattan.",54198006,Bel And Camila,Manhattan,East Harlem,Private room,150,1,44,2019-06-21,2,305
34978133,Spacious 1 bed in the heart of Manhattan,263533090,Vin,Manhattan,East Village,Entire home/apt,175,20,2,2019-05-24,1,27
31980005,Charming 2BR 1BA in the center of Soho,230165497,Lara,Manhattan,Nolita,Entire home/apt,199,30,0,,4,365
30374290,Private Bedroom w/ Queen Size bed in Williamsburg,19868844,André,Brooklyn,Williamsburg,Private room,60,2,14,2019-06-03,1,0
3529500,Gorgeous pre war rowhouse apartment,14902860,Velma,Brooklyn,Bedford-Stuyvesant,Entire home/apt,151,5,52,2019-06-19,5,333
15162388,West 57th Hilton Club in NYC - mid-November,96202421,Dan,Manhattan,Midtown,Private room,350,3,0,,1,0
45936,Couldn't Be Closer To Columbia Uni,867225,Rahul,Manhattan,Morningside Heights,Private room,99,4,122,2019-05-14,2,233
16289203,Huge Bedroom - East Village - NYC,42422050,Paula,Manhattan,East Village,Private room,79,2,19,2019-03-16,2,244
28172195,"Spacious, Bright Duplex Apartment with a Skylight",13415893,Porsha & Jordan,Brooklyn,Crown Heights,Entire home/apt,89,2,0,,1,6
32378301,Charming Studio in Brooklyn Heights,44948759,Caroline,Brooklyn,Brooklyn Heights,Entire home/apt,100,1,1,2019-03-13,1,0
3840286,"Modern, sunny two bedroom",1482208,Allison,Brooklyn,Williamsburg,Entire home/apt,246,2,25,2019-03-31,2,0
4867876,Sunny and Spacious Brooklyn Apt,25037051,Ruth,Brooklyn,Crown Heights,Private room,70,1,10,2017-01-02,2,0
9371173,1 bedroom in Williamsburg,6337128,Tara,Brooklyn,Greenpoint,Entire home/apt,120,4,0,,1,0
35569130,Spacious Room_2,265057419,Dameon,Brooklyn,East New York,Private room,68,3,0,,2,363
24379279,Spacious Room,184000316,Ebony,Brooklyn,East New York,Private room,55,1,1,2018-08-28,1,87
29926001,Room next to Central Park,158970615,Lia,Manhattan,Upper East Side,Private room,115,1,54,2019-05-27,1,0
35064738,Hudge Appartment in Manhattan,35276933,Mohamed,Manhattan,Washington Heights,Entire home/apt,80,70,0,,1,37
34209710,Cozy Room for Female Guests/ just 30sec to Subway!,63834320,Minami & Takuya,Brooklyn,Bushwick,Private room,65,2,8,2019-07-07,1,19
9052018,Near Museum Mile and Central Park,47228873,James,Manhattan,East Harlem,Private room,195,1,0,,1,0
4821331,Lofty Brownstone Floor-Through,24827643,Danny,Brooklyn,Cobble Hill,Entire home/apt,275,10,1,2016-05-06,1,1
14779359,"3 BD,2 BTH, Doorman,15 mins to Midtown",47219202,Roy & Rita,Manhattan,Harlem,Entire home/apt,199,2,15,2019-07-07,1,54
16362150,Bright and Cozy 1BR in Crown Heights,5659683,Morgan,Brooklyn,Crown Heights,Entire home/apt,100,3,5,2019-06-25,1,8
31142239,Brooklyn Retreat,232749708,Winston,Brooklyn,East Flatbush,Entire home/apt,300,2,12,2019-04-14,1,352
19738203,"1 Bedroom Apartment
Crown Heights, Brooklyn",34039463,Sini,Brooklyn,Crown Heights,Private room,100,1,0,,1,0
33400202,Four Points by Sheraton New York Downtown-7 Nights,5144567,Yun,Manhattan,Financial District,Private room,169,7,1,2019-05-17,13,358
19960443,LARGE BEDROOM WITH ROOFTOP/WASHER/DRYER,140821239,Masaki,Manhattan,Upper East Side,Private room,100,2,25,2018-05-02,1,0
18878260,Dreamy Leafy Tranquility for families + new SUV!,5374369,Chelsea And Alistair,Brooklyn,Carroll Gardens,Entire home/apt,245,3,24,2019-07-01,1,13
1814010,"Large, Private 1BR in Noho/Nolita/Soho",3257486,Drew,Manhattan,NoHo,Entire home/apt,175,2,25,2018-12-29,1,273
20389491,Comfortable Stay in Crown Heights :),68011294,Shay & Adam,Brooklyn,Crown Heights,Entire home/apt,70,30,4,2018-11-17,1,61
22019519,Manhattan New York luxurious hotel,160792280,Dez,Manhattan,Midtown,Entire home/apt,200,1,1,2017-12-02,2,0
26190809,UWS room perfect for NYC weekend,27474188,Janice,Manhattan,Upper West Side,Private room,74,2,2,2018-07-30,3,0
2611765,Luxury One Bedroom Upper West Side,10331953,Omar,Manhattan,Upper West Side,Entire home/apt,145,3,8,2016-06-13,1,0
30688108,NEW - Manhattan - Private room near Central Park,224311652,Adrien,Manhattan,East Harlem,Private room,79,1,31,2019-06-22,1,0
9125932,Modern and Quaint (long term 3 weeks or more),1519189,Annie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,15,3,2016-08-01,2,211
690349,Full 1BR Apartment in Park Slope,3540041,Peter,Brooklyn,South Slope,Entire home/apt,179,2,77,2019-06-24,1,0
23304600,T-Square Stylish 1 Bedroom,11789627,Maxime,Manhattan,Hell's Kitchen,Entire home/apt,172,4,27,2019-06-16,1,42
35892874,3 Bedroom Loft Like Triplex 2.5 Bath with Garden.,269970642,Rita,Manhattan,Harlem,Entire home/apt,200,120,0,,1,365
7024303,LIGHTFILLED ONE BEDROOM LOFT,2750745,Sarah,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2,4,2017-10-29,1,0
1793411,Union Square/East Village Apartment,2273886,Ki,Manhattan,East Village,Entire home/apt,199,5,4,2015-12-01,1,0
32676082,Large One Bedroom Suite With Kitchen in Midtown,244559229,Stewart Hotel,Manhattan,Chelsea,Private room,100,1,4,2019-06-30,9,323
21313668,A Beautiful Studio in Upper West Side,30426158,Bryan,Manhattan,Upper West Side,Entire home/apt,150,4,2,2017-12-09,2,0
13100305,Spacious 1 bedroom 1 bath,72779585,Vanessa,Brooklyn,Crown Heights,Entire home/apt,105,2,7,2019-04-28,1,32
26255392,Large one bedroom on the Upper East Side.,64097192,Lisa,Manhattan,Upper East Side,Entire home/apt,150,2,28,2019-07-01,1,0
23455982,1 SUNNY MASTER BEDROOM LOWER EAST SIDE,4781753,Rhian,Manhattan,Lower East Side,Private room,100,7,0,,1,0
11521447,Sunny & Spacious 1br Lower East Side Apartment,19249692,Peter,Manhattan,Chinatown,Entire home/apt,199,3,92,2019-07-06,1,48
30392930,Bright + Mod Tribeca Studio w/ Indoor pool + Gym by Blueground,107434423,Blueground,Manhattan,Tribeca,Entire home/apt,332,30,1,2019-02-05,232,1
29051841,Amazing Penthouse,213781715,Anting,Brooklyn,Greenpoint,Entire home/apt,350,1,1,2018-11-10,33,0
7603389,Private Room in Downtown Manhattan,39875363,James,Manhattan,Chelsea,Private room,118,2,259,2019-07-01,1,47
21108401,Private Large Bedroom in Trendy Williamsburg Loft,643120,Sam,Brooklyn,Williamsburg,Private room,60,4,36,2019-05-03,4,0
34937986,(B) Private Single Twin Room LGA JFK Manhattan 15m,263053182,Fmny,Queens,Rego Park,Private room,55,1,3,2019-06-19,10,120
848718,Spacious & Comfy by Prospect Park,4375988,Keturah,Brooklyn,Prospect-Lefferts Gardens,Private room,75,3,46,2019-06-06,3,311
35899414,"Rise & Shine: Home in Ditmas, Brooklyn!",40299079,Natalia,Brooklyn,Flatbush,Entire home/apt,75,2,1,2019-06-30,2,32
33989177,Large Private Room in Brownstone (4th fl),897871,Raphael,Brooklyn,Bedford-Stuyvesant,Private room,90,4,1,2019-05-30,1,0
10958668,Large Cozy Room in Prospect Heights,4269459,Lindsey,Brooklyn,Crown Heights,Private room,35,1,2,2016-03-13,1,0
34035571,Beautiful Place in the Heart of Williamsburg,457147,Florent,Brooklyn,Williamsburg,Private room,75,7,2,2019-06-08,1,324
32008192,Brooklyn Bohemian 2 Bedroom Loft,5339839,Jodi,Brooklyn,Bedford-Stuyvesant,Entire home/apt,295,7,0,,1,0
21161871,Entire apartment in Turtle Bay,3778274,AJ And Freddy,Manhattan,Midtown,Entire home/apt,120,2,7,2019-01-01,2,0
33719279,UPPER EAST SIDE BEST ROOM,254172441,Adi & Naor,Manhattan,Upper East Side,Private room,70,1,4,2019-06-09,1,0
17605729,Clean Green Artsy Apartment with Great Kitchen,90731801,Domenica,Manhattan,East Village,Private room,70,3,3,2017-06-09,1,0
20649922,Sunny room in the heart of WILLIAMSBURG Brooklyn.,21921891,Manuel,Brooklyn,Williamsburg,Private room,80,5,1,2017-08-25,1,0
7733896,Big Master bedroom with attached Private Bathroom,1036161,Blake,Brooklyn,Bedford-Stuyvesant,Private room,220,1,88,2019-06-02,2,60
9111561,"East Harlem Cozy, Rustic Apartment!",35905254,Rose,Manhattan,East Harlem,Private room,100,1,0,,1,0
10209973,GREAT BIG ROOM IN APT. W/ BALCONY,9532490,Alexandra,Manhattan,East Village,Private room,91,4,8,2018-04-12,3,0
2081394,Apartment-NYC-LES-Lower East Side,2707940,Adrien,Manhattan,Lower East Side,Entire home/apt,190,1,2,2015-07-13,1,0
29433879,East Village 2Bdrm apt with Rooftop and City Views,43957041,Amy,Manhattan,East Village,Entire home/apt,300,4,3,2019-05-27,1,0
7801034,"Great, sunny 1 bedroom apartment in prime location",41060870,Dan And Lily,Manhattan,Lower East Side,Entire home/apt,160,4,0,,1,0
17092,Cool Room in Hell's Kitchen,66243,Enzo,Manhattan,Hell's Kitchen,Private room,51,7,23,2019-06-01,1,88
33788019,Sun-Filled 3 Bedroom Apartment in Bronx,251704655,Hamza,Bronx,Port Morris,Entire home/apt,115,4,9,2019-07-02,3,124
32125944,Perfect East Village Loft,238779678,Dustin,Manhattan,East Village,Private room,60,30,0,,9,343
16719568,Sunny 1 bedroom in the heart of Greenpoint,7857773,Caroline,Brooklyn,Greenpoint,Entire home/apt,130,2,21,2018-05-25,1,0
27257929,AWESOME SUNNY 2 BEDS C NEAR 3 METROS WILLIAMSBURG,189646908,Jolene And Ryan,Brooklyn,Williamsburg,Private room,86,2,23,2019-07-01,3,365
15865251,Manhattan - Upper East Side Lovely Private Bedroom,69406365,Yoko,Manhattan,Upper East Side,Private room,60,1,27,2017-06-30,2,0
2022958,Elegant 1BR @ Columbus Circle,195168,Raees,Manhattan,Hell's Kitchen,Entire home/apt,250,3,16,2016-10-15,1,0
6403485,Homey 1 BR apartment in Harlem,33394459,Alana,Manhattan,Harlem,Entire home/apt,100,14,2,2016-01-07,1,0
14278303,Gorgeous Apartment with Balcony & Terrace,792365,Eytan,Brooklyn,Williamsburg,Entire home/apt,200,4,9,2019-06-29,1,9
20382522,"Apartment in Harlem on 145th St, next to 3 train.",13246721,Jay,Manhattan,Harlem,Private room,86,1,1,2017-12-02,1,0
9348941,Spacious 1 BR in Midtown East,7992346,Nikali,Manhattan,Midtown,Entire home/apt,149,1,0,,1,0
17684828,Amazing Astoria New York 2 bedroom 10 min to NYC,120456470,Nicholas,Queens,Ditmars Steinway,Entire home/apt,200,5,42,2018-12-07,1,77
33680825,Studio on East Williamsburg,17524733,David,Brooklyn,Bushwick,Entire home/apt,65,6,2,2019-05-16,1,19
4885240,2BR Entire Floor Apt in Flatiron,210602,Deepen,Manhattan,Chelsea,Entire home/apt,300,1,0,,1,0
21354164,Bushwick 1Br on Jefferson St.,32941922,Trevor,Brooklyn,Bushwick,Entire home/apt,200,2,2,2017-12-03,1,0
12472883,Private room in apt,12114372,Kaylin,Manhattan,Gramercy,Private room,150,7,0,,1,0
31696775,Quiet & Peaceful room in Astoria!,151557263,Sadhya,Queens,Astoria,Private room,45,2,13,2019-07-01,1,53
24799437,Private Bedroom in Bushwick / Myrtle-Wyckoff L & M,58953152,Dmitry,Brooklyn,Bushwick,Private room,49,1,29,2019-05-19,2,0
34932465,Bright Bedstuy Bedroom,263228548,Alea,Brooklyn,Bedford-Stuyvesant,Private room,50,1,3,2019-06-09,1,0
1281257,1BR LUXURY PENTHOUSE MODERN CONDO,2577135,Elena,Manhattan,Financial District,Entire home/apt,269,5,18,2018-10-13,1,179
32573359,Sonder | The Nash | Central 1BR + Rooftop,219517861,Sonder (NYC),Manhattan,Murray Hill,Entire home/apt,308,2,6,2019-06-09,327,81
28424657,Nice Room,214586580,Tina,Queens,Astoria,Private room,55,30,19,2019-01-08,1,184
25255024,"Lovely, Spacious & Private Garden Apt in Bronx, NY",159495469,Keren J,Bronx,Pelham Gardens,Entire home/apt,86,2,41,2019-06-16,1,111
36133,Classic Artist Loft Williamsburg,142684,White,Brooklyn,Williamsburg,Private room,125,3,155,2019-06-13,1,1
3870294,Large 1-Bedroom by Subway with Elevator and Charm!,736815,Irena,Manhattan,East Village,Entire home/apt,250,4,28,2019-06-09,1,4
9750406,Bushwick studio,3051323,Casey,Brooklyn,Bushwick,Entire home/apt,72,20,0,,1,0
32135728,⭐Sleeps 10 ⭐ Rare 4 Bedroom ⭐ 30 Mins to NYC ⭐,171646902,Sophie,Queens,Elmhurst,Entire home/apt,300,2,20,2019-06-25,1,298
20483387,Bed-Stuy top floor room w/ extreme natural light,6824234,Stephan,Brooklyn,Bedford-Stuyvesant,Private room,50,4,1,2018-01-03,1,0
5646613,Room available in 2 br apartment,9503725,Shane,Queens,Astoria,Private room,80,7,0,,1,0
31416434,"Upscale Adorbable Room, Amazing",235305665,Dave,Manhattan,East Harlem,Private room,65,1,4,2019-06-17,2,69
14628409,WINTER PROMO! BKLN - LG 2bd/ modern/comfy/CLEAN!,7978333,Chana & Chike,Brooklyn,Greenpoint,Entire home/apt,150,2,154,2019-06-30,1,271
27195566,1 BR apartment near Times Square,92772140,Alex,Manhattan,Hell's Kitchen,Entire home/apt,200,2,22,2019-05-27,1,155
9689477,Large Studio - Lincoln Center,42694270,Thomas,Manhattan,Upper West Side,Entire home/apt,155,4,6,2017-08-02,1,0
8955506,Large Room in Artist Loft,20627781,Grace,Brooklyn,Greenpoint,Private room,56,2,1,2016-01-03,1,0
34208237,Entire Magnificent Townhouse,98039499,Luigi,Manhattan,Upper East Side,Entire home/apt,249,5,6,2019-06-25,1,116
8208285,Cute East Village 2 Bedroom Apt.,22572797,Amy,Manhattan,East Village,Entire home/apt,180,1,146,2019-06-19,1,270
22448487,Renovated 1 bedroom in Bedstuy Brooklyn brownstone,4823243,Janelle,Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,2,9,2019-04-07,1,57
15597266,Beautiful home near beach & JFK!,97536353,Chadine,Queens,Arverne,Private room,60,1,5,2017-10-17,2,158
26420626,Ladies bedroom Bed 4,119669058,Melissa,Brooklyn,Bedford-Stuyvesant,Shared room,38,1,21,2019-07-04,34,365
77765,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,Private room,179,3,36,2019-07-01,28,79
10827567,Renovated 1 bdrm apt close to city,31411094,Ronit,Brooklyn,Crown Heights,Entire home/apt,98,3,128,2019-06-06,1,342
34447510,Prime apt in the heart of the LES,16212805,Helee,Manhattan,Lower East Side,Entire home/apt,130,5,0,,1,0
30759268,Cute 2BR in the middle of West Village,230165497,Lara,Manhattan,West Village,Entire home/apt,155,30,0,,4,0
341982,"Lincoln Center Studio, Clean&Sunny!",483013,Yj,Manhattan,Upper West Side,Entire home/apt,99,2,36,2015-08-23,1,0
16487077,"East 29th Street, Luxury 1bd",22541573,Ken,Manhattan,Midtown,Entire home/apt,200,30,0,,87,365
13101260,Spacious Sun Drenched Brick Encrusted Loft,676499,Abe,Manhattan,East Village,Entire home/apt,175,4,3,2017-06-30,1,0
27529129,Private bedroom with full sized bed,193502084,Linda,Brooklyn,Borough Park,Private room,40,1,9,2019-03-23,8,0
16413742,Large Bushwick private bedroom,561033,Neil,Brooklyn,Bushwick,Private room,63,3,19,2019-06-20,1,160
10847901,"Huge, sunny private room - 1 block from train",38116129,Marissa,Brooklyn,Bensonhurst,Private room,68,2,39,2019-01-02,1,0
12990172,Furnished 1 Br Near Columbia,37194964,Shutong,Manhattan,Morningside Heights,Entire home/apt,110,7,0,,1,0
9970995,"Private BR in nice 4BR, Brooklyn",24332919,Gregoire,Brooklyn,Williamsburg,Private room,63,7,1,2016-01-05,1,0
34755449,A friendly place to stay,57230304,Imanuelly,Queens,Elmhurst,Private room,90,7,2,2019-06-30,3,337
27578298,Large studio apt in Grammercy,506194,Shivani,Manhattan,Kips Bay,Entire home/apt,150,15,1,2018-09-11,1,5
6673630,Stylish L.E.S Studio,6591262,Natasha,Manhattan,Lower East Side,Entire home/apt,150,3,1,2015-08-01,1,0
35461095,Sunny Private BR Apt in Fort Greene Cumberland,230192510,Zach,Brooklyn,Fort Greene,Private room,48,30,0,,25,68
14918238,Beautiful Sunny Small Room,93743081,Sharon,Brooklyn,Bedford-Stuyvesant,Private room,60,1,204,2019-07-04,1,163
25610763,Large cozy bedroom close to Times Square 43D4,190921808,John,Manhattan,Hell's Kitchen,Private room,62,7,3,2019-06-02,47,324
23789480,Queen Charlotte’s in B’klyn  (accommodation for 1),37401126,Leah,Brooklyn,East Flatbush,Private room,50,2,35,2019-05-27,4,296
19531541,Spacious and Modern is this 2 Bedroom Apartment,56726605,Weisbrod,Brooklyn,Canarsie,Entire home/apt,200,3,7,2018-10-14,3,363
3262238,Murray Hill Modern,124345,Ramon,Manhattan,Kips Bay,Entire home/apt,250,5,49,2019-06-30,1,234
19267834,Rainbow Guesthouse,124399442,Igor,Brooklyn,Midwood,Shared room,32,1,8,2019-06-30,4,21
2488227,COZY 1 BR IN COOL LOWER EAST SIDE,12732385,Asaf,Manhattan,Lower East Side,Entire home/apt,180,6,55,2019-06-15,1,97
9679058,Private bedroom in Williamsburg,5731898,Sofia,Brooklyn,Williamsburg,Private room,90,3,28,2017-12-10,2,0
11767644,2 BEDROOM Apartment - Walk to Train!,62634797,Demetra,Queens,Sunnyside,Entire home/apt,95,21,102,2019-01-08,1,138
10922889,Shared male room on Manhattan with crazy view! I,39528519,Max,Manhattan,Lower East Side,Shared room,35,14,2,2017-10-01,28,320
22833434,"UWS Super Host, Spacious Room near Central Park,CU",17848380,Yi Qun,Manhattan,Upper West Side,Private room,120,1,14,2018-12-08,3,360
29628681,New York Apartment close to many attractions,223027077,Keegan,Manhattan,Upper East Side,Entire home/apt,150,1,2,2018-12-30,1,0
32239170,FairPlay BNB for alternative life style renters!,241924064,Alice,Staten Island,Shore Acres,Entire home/apt,300,1,0,,1,87
8354383,Artist 1.5 bedroom WHOLE apartment!,38204730,Kathy,Manhattan,Gramercy,Entire home/apt,239,5,2,2019-01-05,3,30
3362302,TRENDY LOWER EAST SIDE STUDIO,16962600,Debris,Manhattan,Lower East Side,Entire home/apt,125,7,4,2015-01-30,1,0
10524983,Midtown West luxury one bedroom,49380531,Autumn,Manhattan,Hell's Kitchen,Private room,90,1,0,,1,0
